#CRS: PROJCRS["NAD83 / New York West",BASEGEOGCRS["NAD83",DATUM["North American Datum 1983",ELLIPSOID["GRS 1980",6378137,298.257222101,LENGTHUNIT["metre",1]]],PRIMEM["Greenwich",0,ANGLEUNIT["degree",0.0174532925199433]],ID["EPSG",4269]],CONVERSION["SPCS83 New York West zone (meters)",METHOD["Transverse Mercator",ID["EPSG",9807]],PARAMETER["Latitude of natural origin",40,ANGLEUNIT["degree",0.0174532925199433],ID["EPSG",8801]],PARAMETER["Longitude of natural origin",-78.5833333333333,ANGLEUNIT["degree",0.0174532925199433],ID["EPSG",8802]],PARAMETER["Scale factor at natural origin",0.9999375,SCALEUNIT["unity",1],ID["EPSG",8805]],PARAMETER["False easting",350000,LENGTHUNIT["metre",1],ID["EPSG",8806]],PARAMETER["False northing",0,LENGTHUNIT["metre",1],ID["EPSG",8807]]],CS[Cartesian,2],AXIS["easting (X)",east,ORDER[1],LENGTHUNIT["metre",1]],AXIS["northing (Y)",north,ORDER[2],LENGTHUNIT["metre",1]],USAGE[SCOPE["Engineering survey, topographic mapping."],AREA["United States (USA) - New York - counties of Allegany; Cattaraugus; Chautauqua; Erie; Genesee; Livingston; Monroe; Niagara; Orleans; Wyoming."],BBOX[41.99,-79.77,43.64,-77.36]],ID["EPSG",32117]]
mapX,mapY,sourceX,sourceY,enable,dX,dY,residual
1017097.24308646703138947,1122652.04954116488806903,1935.20388349514610127,-1408.52912621359223522,1,-21.09042711596862318,-20.05907227253419478,29.10622779352787859
1018362.4968110624467954,1122779.12742616795003414,1321.73300970873810911,-1114.06310679611647174,1,-2.36984299455684777,-5.68892245304664357,6.1627911286711976
1018163.59229540557134897,1123243.23796270065940917,1253.02427184466046128,-1285.83495145631059131,1,2.87179761605011663,0.11876134012436523,2.87425221639633932
1017887.33602365979459137,1122663.0997920345980674,1552.3980582524275178,-1207.3106796116503574,1,12.46863038421361125,-12.59093135611874459,17.7199970675118621
1017887.33602365979459137,1123193.51183378649875522,1400.25728155339834302,-1334.91262135922329435,1,-7.37612257702085117,6.13373316572688054,9.59321983588276872
1018229.89380062452983111,1122303.9666387652978301,1541.3555825242717674,-1006.70570388349528912,1,-9.90855135667129616,3.6133943216990474,10.54684827386264701
1017312.72297842870466411,1122618.89878855529241264,1823.55218446601929827,-1318.34890776699057824,1,7.03843955113848097,7.30333965053273459,10.14289906121884144
1017390.07473451748955995,1122679.6751683393958956,1769.56674757281530219,-1315.89502427184493172,1,7.4759962599625851,7.25680034884931047,10.41881333847737423
1017412.17523625714238733,1122563.64753420627675951,1794.1055825242717674,-1271.72512135922352172,1,10.89008023285418858,13.91289725476758576,17.66812263653727655
